UniversityID,BuildingID,BuildingName,SubsystemDescription,MonthNum,ml_risk,hist_asset_rate,hist_shock_rate,coverage
10,0017,Building 0017,Fixed Furnishings,2,1.2389724e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,3,1.3552226e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,4,1.2746845e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,5,1.26132e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,6,1.6684658e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,7,1.7517505e-05,0.0,0.0,1
10,0017,Building 0017,Fixed Furnishings,8,1.3002299e-05,0.0,0.0,2
10,0017,Building 0017,Fixed Furnishings,9,1.29449e-05,0.0,0.0,2
10,0017,Building 0017,Fixed Furnishings,10,1.22096535e-05,0.0,0.0,2
10,0017,Building 0017,Fixed Furnishings,11,1.22835445e-05,0.0,0.0,2
10,0017,Building 0017,Fixed Furnishings,12,1.2676855e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,1,1.1498809e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,2,1.1306245e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,3,1.1306245e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,4,1.1234909e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,5,0.49998346,0.5,0.0,2
10,0017,Building 0017,Floor Finishes,6,1.7387883e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,7,1.73578e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,8,2.0105052e-05,0.0,0.0,2
10,0017,Building 0017,Floor Finishes,9,1.0823555e-05,0.0,0.0,1
10,0017,Building 0017,Floor Finishes,10,1.080997e-05,0.0,0.0,1
10,0017,Building 0017,Floor Finishes,11,1.0658944e-05,0.0,0.0,1
10,0017,Building 0017,Floor Finishes,12,1.1461058e-05,0.0,0.0,1
10,0017,Building 0017,General,1,1.1623459e-05,0.0,0.0,4
10,0017,Building 0017,General,2,1.1148093e-05,0.0,0.0,4
10,0017,Building 0017,General,3,1.1040918e-05,0.0,0.0,4
10,0017,Building 0017,General,4,1.10688125e-05,0.0,0.0,5
10,0017,Building 0017,General,5,1.0744765e-05,0.0,0.0,5
10,0017,Building 0017,General,6,1.0410202e-05,0.0,0.0,5
10,0017,Building 0017,General,7,9.762045e-06,0.0,0.0,5
10,0017,Building 0017,General,8,9.479713e-06,0.0,0.0,5
10,0017,Building 0017,General,9,1.00103825e-05,0.0,0.0,5
10,0017,Building 0017,General,10,9.979124e-06,0.0,0.2,5
10,0017,Building 0017,General,11,1.1162063e-05,0.0,0.0,5
10,0017,Building 0017,General,12,1.1836824e-05,0.0,0.25,4
10,0017,Building 0017,Heat Generation Systems,1,1.5528674e-05,0.0,0.0,5
10,0017,Building 0017,Heat Generation Systems,2,1.538151e-05,0.0,0.0,5
10,0017,Building 0017,Heat Generation Systems,3,0.20000537,0.2,0.0,5
10,0017,Building 0017,Heat Generation Systems,4,1.1995686e-05,0.0,0.0,4
10,0017,Building 0017,Heat Generation Systems,5,1.1995686e-05,0.0,0.0,4
10,0017,Building 0017,Heat Generation Systems,6,1.076079e-05,0.0,0.0,4
10,0017,Building 0017,Heat Generation Systems,7,1.0443153e-05,0.0,0.0,4
10,0017,Building 0017,Heat Generation Systems,8,0.20000291,0.4,0.0,5
10,0017,Building 0017,Heat Generation Systems,9,1.6170252e-05,0.0,0.0,5
10,0017,Building 0017,Heat Generation Systems,10,1.4892859e-05,0.0,0.0,5
10,0017,Building 0017,Heat Generation Systems,11,1.47828205e-05,0.0,0.0,5
10,0017,Building 0017,Heat Generation Systems,12,1.5314115e-05,0.0,0.0,5
10,0017,Building 0017,Inspection,1,1.3507859e-05,0.0,0.0,4
